4f8aab76-ceab-4118-9d09-208fd6fa4e18;90;114;
86ba88b4-24bc-4524-87c2-766eef50051b;87;62;
bdd4a37b-9c9b-4d4d-b89d-1881ef3da43b;71;105;
670ad5a5-74bd-4b1b-a5ff-f03b9a1c2e79;77;80;
fd7f3118-188a-45bd-9ebf-9d399cff46d0;54;106;
d8572b68-a77c-40a2-9347-ea2b98c3f15e;71;81;
fce7bb85-7a9b-45de-9329-a7253bee4229;70;97;
fe3a2e47-7e3d-4d63-81b5-12832a6b2458;104;79;
de46418e-a6fa-4bfb-b256-28a7da161863;93;69;
ecb5d5a7-6e8e-4b96-ba7f-1032e5be7cef;120;81;
d6d3ca41-699d-49fd-b820-5408308e2316;93;120;
aaf656eb-62a3-4e17-937c-2b83b494f1b9;40;98;
05abff0f-be76-40b9-b037-9f6feeb85da9;73;91;
70b05783-bb91-46bf-91bc-96e4b87a275e;125;105;
f4136dfd-fb9f-46bc-a87f-142b55384a6c;66;76;
dfaec09a-97d6-4982-ad0e-79c145a7506d;85;106;
f0003c05-e13f-4fab-91ef-f3fa25a7b758;93;103;
a50ce854-03f7-40be-96ca-dcbceac25718;73;102;
98356fb3-459e-4fb6-84a0-d012ee2d07eb;96;106;
cdf3804b-9a7b-4382-a0e3-7f0b2f3b9957;67;87;
b9e38f8e-b365-4821-b498-3ca432df570c;87;99;
b87931c3-a28c-4816-80c6-be8b50b2bd54;104;91;
ce2864b9-fe28-44c8-b75d-4ff9328aa2ef;59;117;
cab364a0-1d9f-4147-b639-792cb58da0a6;121;125;
bf06afc5-3d34-4358-a49d-c82a0c1a2e8b;80;113;
828ae1c3-6792-4a33-9731-db196d2cdaa9;54;79;
41031aa3-87b4-4f41-ae36-701699678dc0;115;116;
dab66ecf-f446-4672-8c0c-1bcc42cbb973;85;96;
68feb162-1548-416d-9117-f76a3e6bd20a;109;108;
bbcd7faf-ab20-4e26-ae8c-736e83e2fa4e;78;103;
892c529b-a1fa-4037-90e3-47fac93a5260;55;104;
3615bf33-4d38-4e1e-9900-a21f0345ef18;109;111;
8a45023a-304d-44c0-9a82-18f6e9a02bdc;73;77;
01ebecba-51e7-4643-8113-bda2987eff66;85;72;
5d0a28ee-5378-4c99-af85-dcfa5825b797;77;98;
9dae31c5-575a-4627-8535-536fbe3d2ccd;86;100;
ae83fd5c-2569-464a-8d86-e889ecc53891;119;89;
8c83ea2f-176c-48ed-b5a8-616b46581a55;67;122;
2a0aacd3-e9da-41c6-91f9-e9349028f52e;72;105;
b570b2a6-da68-4506-81b8-4a380b309534;77;75;
76b5af44-105b-4e7f-bfc2-b91d5b7e630b;103;67;
679893f4-cb69-4c93-b866-324be395e252;106;98;
161a620d-58a5-4c12-9f39-d5af85595a96;84;84;
43b39e87-28a6-457d-b292-587604127f34;95;103;
0ca4d4e9-4a01-4c5d-b9b5-c8ad37da0f0e;87;98;
ee706b9b-af14-477c-b8d2-84041c93e255;98;126;
b3469723-ebbb-4555-a23a-f1b00c8c2d4d;55;70;
eea27557-f147-4e41-adb6-adb035521a1b;105;153;
ef49e86a-4034-4c04-9a8b-45d26d37c94e;84;121;
b3f3541e-1649-4612-999a-b2ab9ed039f7;119;100;
d75075fe-e5f3-42a7-b854-98c185a26542;67;106;
bd292ee1-9f36-46ee-a58c-827518bb473c;88;62;
dc929fc1-4871-42ba-83fa-841a260ec3fe;97;83;
f776b2ff-9779-4265-b54e-e9e1b1de5d15;92;77;
6f6dd1e2-44d1-462a-9edc-dabeb234d708;93;84;
b0a50c9d-639d-4bdd-8d13-0bc780da54f6;91;87;
191bfd2d-c7f6-49a1-8c8d-c08ed26e7ec0;87;105;
87f53403-749f-4b23-ae75-9146794d1047;73;132;
31941416-75a7-4f78-bc39-83ef51b7e32f;78;108;
a3190a1b-958c-4d67-a74a-ad1f4ed4568c;61;104;
4544e357-5ea1-4ee5-a324-7df2d2397a92;70;77;
27824b93-a47c-40c2-8ea7-300bf9ac2730;67;86;
a0c5fc09-92b4-4205-b227-32e3414b89ad;78;114;
7209be56-96e8-4584-ae71-2084e8b84755;70;95;
af55e672-7912-4908-a2b4-f3e05e395625;66;40;
4ac6989f-bcc9-4036-bc30-bb8e602c3bf9;53;120;
2c4521c3-da5d-4814-9d6d-e71464dff1f5;80;70;
be527b79-55b1-44eb-b5af-962cbf63950d;66;97;
8e13bfce-8388-4e1b-b375-8ec841876792;109;92;
7ec24bc2-3640-40f7-a83b-1a2598d2e259;96;81;
21353ecb-3411-48ea-a0c0-67602cda0c4b;114;105;
86c1aab9-ba12-47a5-ab55-bc57d41b44ff;82;109;
5b59d3f3-ff0a-43bb-9cff-57b53ff99e29;93;103;
688e1f28-5ba6-4fb2-97ff-6e0f03e8d1d7;85;105;
d55733df-7a71-49ea-b52d-5a568d644362;74;105;
a46ebe81-3a6f-4f83-a74c-aedf55b88234;116;108;
23a325bf-87cb-40b7-9192-130ee79a67e5;93;80;
b195e65f-f4d2-419d-875d-8ada4215f688;78;90;
6209c691-09d8-4499-aa9a-6c665fcae651;114;96;
681f9d1a-3577-4637-b27c-c710001510ea;45;98;
ff899fbd-684e-4859-ab39-4918f1b59b57;91;97;
5ce1bf7e-da02-4f91-bcd6-71bfc4cbf070;78;75;
6cf46c09-26dd-419d-9185-01435989a0d1;83;79;
8230033e-1ba7-47e6-9719-7e234b714683;98;91;
adb00ca2-3f5d-4786-a4db-1b244add0cc1;69;54;
b1f700e4-20f1-4789-bcdc-d7c184d7df3c;61;78;
a0811dfa-9d87-46b0-93f4-670d2fd09f8f;78;122;
0e15cd59-c648-4ed3-ba09-7821487bea1f;64;72;
40778e1a-7bb4-418e-8675-f2a52d3b2ad2;102;89;
4bd81e3b-278f-4d30-9321-6b01e97585dc;57;92;
c06751a5-17fb-4a76-9796-31e969311bc5;89;77;
964ca6be-0bc4-4996-b996-a77199365a63;74;116;
5b00a99c-715d-49b0-aed9-1f3fc2c0b413;117;118;
2075ffbb-0f40-4fe7-8d29-a2484567dee3;103;101;
3c903028-d18d-486d-8167-d6da67a21c30;70;102;
459202d6-e219-4364-8cd0-8c6a21b999e5;68;85;
e320dc9f-0336-4dec-ab23-f874520e037b;91;82;
d3797cb9-8d0c-4878-9539-250db5f9e9c4;48;97;
c05fbc45-13c2-48fa-8f70-1709d968a92b;87;71;
11beba7c-b0b1-46f4-afbc-bd8a4807f286;109;106;
f93d2c38-0d95-43ca-9c8f-ace91fa37ab7;140;92;
c5e4c63e-99de-40db-932d-9169ebc9dc67;84;70;
daba2408-ca21-4b7e-a23f-6de828cc3cf4;84;111;
1ef676da-61b3-47c3-a27f-a4c4989f3727;72;77;
017b4825-d7a9-4ac9-b3c1-fe6dce51e1d9;69;69;
7b818c51-99da-4696-b737-b48cb36ab672;115;101;
35480d4e-f26e-4fd8-9d8a-d8b12be04fe1;88;82;
a143f3ff-b215-494c-bbbb-4731b1e86fa5;121;77;
6434de1f-1a71-4c4b-a9d7-fcd6a4fca759;63;136;
8c13fd54-bd05-4d96-a5ef-5036cc062394;102;106;
5e6bef7c-ade9-421b-be4e-f0ae6c38d395;57;46;
5c7c50d6-9d48-461b-b7c6-1621e3d1389b;95;87;
6a91b42a-7150-4821-a550-faf471bbe918;80;66;
23e667bc-5e75-49f9-b97c-b2d51ebe28aa;104;102;
2458fb58-011b-4dd5-94fa-ddadfd976187;112;58;
72b42585-48e2-46b5-8166-32217f379c38;104;80;
7b802332-29b7-4a14-a94d-1837ca8f4007;86;93;
a797ffcd-6689-4557-a0fd-fd7dbe0f4468;94;95;
a3f3dc52-a15e-4b2f-af0a-6646d5486101;95;72;
41b95273-ca2b-44e6-85fd-99ce9c71d687;48;94;
2f6b4637-052f-43b0-ae0d-a4b481e22c68;107;93;
ba60937b-3e77-4237-8c7c-60553861379c;83;53;
337a1374-e918-4890-b868-2181391962de;116;97;
2dab03e4-93de-4a95-9ea9-6a4d0338e2e8;67;74;
005a9f18-1e8c-48d9-b3c9-dd7c5d786e75;73;97;
e4b0561d-479c-41b2-80eb-f3bff9220359;99;72;
206f1beb-78e8-4837-bb28-16b5bc371e4e;97;90;
dddcfa31-b23d-47f9-9dbd-0b05c39b3263;75;87;
7741f5ba-3fb3-42c4-8e17-07d32e9072dd;69;73;
b344ed75-2fae-45fd-89a1-c13e7db0455b;113;108;
70a0a1c5-9e0c-4ced-b1d7-9f172f7e18e8;70;81;
8959ab26-d7c2-4a8c-aec7-a955ec867737;75;78;
41ed9f0b-7260-42bf-b3fc-f461888a55c8;70;111;
4b62352f-5f99-4020-99ff-c4a675ab990c;86;105;
001f0e76-b100-4a01-a34a-3d39b35be1bd;94;89;
8cc18ecd-b14f-4a0a-bdd5-30346b0ee861;72;80;
78fd5a8d-733e-4c71-a55b-257fd50be617;113;106;
bc2b5dd0-3445-4395-8248-1dfa84b6400d;114;89;
0b2643bf-aac6-4211-add1-686ac285ccdf;77;118;
9ac8b831-7386-4f1a-969c-22516fa20d51;77;87;
04f66719-15db-476c-8289-7f6da8508218;79;98;
a38eb50c-a5d8-4c93-8f14-4550c63093c3;79;104;
e80c2303-bde3-4d9c-94d5-f8e221e88cd7;70;93;
88390e31-6357-4167-b5fe-3ee4b45f4016;61;98;
ba2691a4-8ff5-4c59-af3d-b9b90adc232a;91;76;
f98d6429-8dc5-4166-9909-2166d9e74b0e;82;76;
d6118d09-66d7-4fcb-b447-197e1976b31a;87;95;
e1aa3097-76a6-4abc-b41b-2fc234e00f88;142;114;
7515b9bc-4042-4d55-bdd0-9666e0c30378;100;100;
5db71625-fd78-472a-b644-d0b97ffcb961;82;84;
0ff08fbc-b760-4cae-bf8e-a0a702c742a1;88;100;
6b4f6230-c924-4428-9a1a-3d95fb47361c;95;77;
e5efd883-d998-4240-985a-29d933ea196d;88;112;
283d8b0d-5a81-42cd-8ad4-93f5413980a5;114;89;
604a2b88-4228-4713-89e1-6fa20a00c50b;82;104;
ce731f58-a1de-4a4e-a742-641f64e7f33a;71;78;
3ffa8484-5564-4f71-a0e1-4b5273d8c0be;98;120;
65e648a1-0f86-41df-8410-cae27940bcc3;87;102;
e52a6fe9-cddd-436b-ba64-fe07763603f0;81;91;
0c987cdb-bd3a-4238-af81-4a76660cd204;86;53;
02141331-439b-463d-8237-df27c2241331;79;101;
e1be4f04-1aca-430f-9fb0-ed81e4ed4f0f;91;96;
d0d56eb0-8999-4d07-8ae8-fd21d9f9e788;103;84;
39022d2f-7140-4492-be2e-6512c0a833bb;89;82;
f5872f86-a864-4fd3-9a75-048a1eac5c43;62;107;
56cb6dd7-d86d-47a4-8422-fadd38657945;69;99;
e53c0793-d143-446d-abfd-96d32894bf85;85;80;
7e4a659d-474b-48fe-8bfa-4f442ebbb981;90;102;
785050fe-b548-4807-b688-e3f709216f9e;70;113;
f46a7e38-87f7-468f-9b9d-1d681760fcc4;85;64;
d56c5e69-ab19-49e9-90f6-4313a276b9ca;84;97;
2b0c6154-1f8b-4056-b112-3ccd8eeb3e6f;76;122;
4bc5eb06-0d34-4b56-9a85-4f4a914afc54;61;103;
52cc9458-ec62-4090-9804-8513034dfd55;112;79;
b01fd040-2152-41b3-8ba1-4d118ddda774;92;90;
0c9e7227-1e81-4a07-b29c-6707410e1fa6;58;69;
0aa21c6f-ab26-486d-aa3c-1bff65e96e31;97;102;
ecf8f094-fad0-4d25-9036-430042a3e74d;91;98;
cd3c95c6-6970-4b27-84fe-1231e0aef78d;93;68;
ebee0381-f48f-4f41-ad05-cfe026cb003a;77;81;
91d91ddd-c16e-4657-8816-6eb1dbd766c0;84;112;
e97597c1-ef11-426f-a20c-0f3647a6eb6b;100;77;
a1d256cf-bd8a-4f33-85fb-ea185f966149;93;80;
adacbe89-5e09-47b3-ac9b-9e83cbd34ab9;59;96;
f47b43ff-7a14-44c5-b9ca-baff4fae3d91;73;80;
8ac15e9f-ac1a-42b2-a231-e817d84f795c;83;59;
43288478-8ada-4ca1-8107-3b799bb160c0;70;94;
e1f10ccf-fab0-451e-ba12-23cd809e5b8b;88;74;
e0d0b9be-fcf1-4309-8943-822ad9af3f8d;65;120;
f8dfd431-1b0a-469c-8f4c-b8aa61ca9c7b;110;71;
ef051709-f364-45c8-a68a-41330591900f;104;82;
975f2801-474f-4fb1-bd9e-1d93ae3f6ee4;95;110;
df8780bb-b9a6-4dbb-b2c2-a22dc6299a41;96;104;
f09ce506-92bf-4612-adb4-789ec6896561;75;83;
1671c904-34c8-418d-8156-00636260ee4d;83;32;
92c4ac87-4dd1-4903-9438-81a0d44b0320;61;107;
b3e29c28-2f19-4dd4-b62b-ab9f803fc90d;114;97;
078671d8-7014-4835-bd2e-2ce111b3995b;85;103;
c4691147-4982-4dfb-8032-ef45f49e9abc;114;57;
e4ef5231-0b83-448e-a3bf-9c2375dde8d2;87;88;
433f6783-590f-477c-86b0-0c04c71b11ad;99;97;
c0a832fb-fbdc-4504-a7f9-5abca8820856;94;83;
eac09975-c479-4e38-b10f-adbbaf209b5f;70;92;
38c07ea5-c572-40d6-a048-3c3bbac20d0e;68;118;
76780d31-1ead-4157-9e3f-4c253c0437aa;90;82;
5d673b95-de85-4586-81d6-506a4f13ed0f;99;104;
c592abb5-300d-47cd-b6e9-d518b626aa05;72;78;
25ad87c3-c685-4337-9413-9f9abaa5bfb4;55;100;
5bacf055-296f-4b4b-8b42-44c81ef2261b;95;110;
a95f74f8-96ea-40f4-b3f8-aefa4bafa188;90;76;
705ecea6-708a-44fb-a6b7-0c47d1f6dcbf;91;107;
cd21847b-1fe4-481f-acd5-42496fdd3499;104;98;
b2244670-4579-4121-9812-af19a1e1faac;95;102;
