78;115;
96;103;
101;77;
63;108;
85;78;
83;127;
136;147;
118;51;
81;120;
124;120;
93;129;
99;95;
120;98;
120;130;
114;104;
107;120;
65;85;
86;108;
96;110;
80;111;
116;139;
92;116;
126;95;
75;123;
103;127;
107;117;
101;107;
120;114;
78;104;
129;119;
109;93;
105;108;
85;112;
93;123;
106;136;
67;111;
128;152;
101;115;
90;112;
96;109;
98;89;
93;114;
104;133;
85;70;
69;108;
77;123;
140;115;
110;125;
87;98;
105;153;
81;122;
84;115;
105;117;
100;95;
123;122;
105;107;
102;99;
131;105;
133;101;
103;92;
86;110;
102;64;
118;127;
83;96;
115;114;
95;106;
85;96;
108;128;
104;98;
117;85;
108;136;
118;108;
90;89;
117;126;
113;133;
97;55;
141;119;
51;112;
79;80;
79;121;
82;99;
115;121;
115;118;
116;135;
88;85;
112;105;
109;104;
97;125;
123;107;
96;94;
86;102;
76;118;
107;122;
102;105;
74;157;
102;92;
109;118;
107;144;
73;106;
106;90;
116;94;
82;116;
123;144;
95;155;
71;100;
97;103;
101;112;
64;93;
105;115;
130;132;
98;85;
108;129;
78;87;
87;108;
127;111;
139;129;
101;121;
123;79;
74;117;
82;89;
108;121;
109;122;
116;105;
102;126;
98;118;
98;115;
98;109;
81;110;
111;86;
73;118;
114;120;
113;101;
77;77;
99;170;
84;74;
130;62;
61;93;
91;105;
107;100;
107;113;
97;121;
76;105;
87;79;
101;108;
116;115;
100;150;
89;97;
101;112;
74;117;
146;122;
106;58;
116;123;
73;126;
107;79;
109;115;
109;117;
87;91;
94;91;
110;129;
79;71;
112;119;
102;126;
82;109;
83;125;
92;130;
98;111;
102;104;
29;88;
120;92;
106;128;
93;135;
85;91;
95;133;
87;107;
94;125;
113;150;
79;93;
103;110;
107;140;
125;163;
101;123;
83;123;
101;100;
113;102;
127;79;
132;83;
78;122;
143;57;
79;110;
77;89;
116;127;
76;98;
134;116;
115;128;
87;131;
99;76;
105;97;
101;127;
104;108;
71;95;
142;142;
92;91;
113;109;
106;97;
74;128;
88;90;
82;105;
50;110;
97;128;
103;105;
103;115;
95;132;
132;137;
103;127;
107;106;
70;115;
120;111;
103;68;
113;117;
90;120;
104;107;
77;87;
105;119;
97;115;
92;117;
66;64;
117;92;
124;109;
99;83;
117;131;
110;127;
107;128;
37;85;
82;103;
125;68;
118;101;
96;135;
100;119;
122;102;
72;108;
116;107;
150;125;
114;111;
101;145;
122;112;
86;102;
105;126;
109;122;
112;138;
156;95;
110;87;88;
52;85;112;
114;99;114;
101;114;117;
98;85;98;
83;115;86;
68;63;115;
86;107;83;
100;112;109;
82;64;122;
98;89;119;
90;96;106;
144;91;93;
87;98;98;
117;104;96;
97;87;96;
89;50;108;
86;104;76;
87;101;110;
112;106;69;
133;85;80;
102;89;107;
106;82;121;
104;111;119;
84;107;71;
75;114;131;
79;80;113;
65;59;110;
101;75;88;
104;73;103;
93;52;108;
94;101;113;
83;107;110;
90;68;102;
95;75;105;
95;115;93;
164;108;105;
106;46;79;
107;84;96;
81;109;113;
86;74;109;
98;88;104;
106;116;132;
109;93;129;
111;126;119;
148;122;97;
88;90;126;
100;80;101;
77;112;118;
83;85;91;
105;84;101;
62;106;110;
124;100;99;
82;100;112;
80;99;91;
90;128;121;
96;125;120;
62;63;90;
92;117;115;
58;99;109;
84;98;80;
84;115;96;
103;146;123;
97;96;101;
118;100;178;
129;103;80;
75;69;78;
98;88;79;
105;81;122;
74;69;102;
96;120;103;
99;48;80;
101;103;107;
84;104;72;
104;100;97;
85;87;144;
75;73;90;
85;98;104;
119;103;82;
47;95;93;
79;95;106;
59;82;70;
74;94;112;
71;85;111;
110;117;78;
103;114;89;
79;109;99;
95;89;106;
95;97;114;
111;101;88;
100;95;101;
118;82;92;
93;101;117;
104;100;72;
63;91;115;
90;82;116;
128;69;89;
95;92;103;
108;94;132;
37;93;115;
120;103;75;
101;131;84;
118;115;117;
109;80;115;
78;77;120;
36;74;102;
115;93;115;
84;103;106;
91;79;119;
100;63;101;
105;79;109;
105;64;80;
102;61;102;
96;85;64;
79;78;126;
99;91;112;
83;153;114;
55;91;84;
92;80;110;
89;83;97;
98;92;101;
118;90;89;
94;114;98;
76;88;124;
98;88;93;
111;99;36;
85;75;116;
110;98;116;
118;101;139;
130;94;100;
95;93;100;
102;87;97;
73;116;104;
88;89;101;
133;85;142;
96;122;122;
91;89;87;
68;68;76;
91;96;103;
118;91;124;
87;92;108;
87;97;98;
73;76;136;
76;108;116;
102;92;93;
92;122;43;
105;62;107;
91;78;118;
90;89;104;
86;90;77;
86;98;91;
113;116;123;
76;92;109;
104;108;97;
100;95;103;
102;104;104;
71;103;107;
100;110;138;
61;82;104;
109;76;110;
131;92;122;
139;86;85;
94;93;113;
99;113;136;
85;100;81;
93;106;112;
74;66;83;
105;128;110;
65;70;80;
78;47;111;
113;83;82;
111;107;110;
152;84;98;
85;65;95;
49;40;95;
98;103;91;
110;78;109;
111;103;110;
92;114;96;
68;54;107;
105;71;115;
