94;88;;;;;;;;51;0,5;0;0,25;1,4;9
98;114;;;;;;;;52;0;0,666666667;0;1,2;8
92;120;;;;;;;;53;1;0,333333333;0,75;0;6
95;62;;;;;;;;54;0;0;1;1,6;12
95;120;;;;;;;;55;0;0;0;0,4;2
100;94;;;;;;;;56;0,5;0,666666667;0,5;1,2;11
99;115;;;;;;;;57;0;0;0,5;2,6;15
95;115;;;;;;;;58;0;0,333333333;1;2,4;17
86;114;;;;;;;;59;0;0;1,5;2,6;19
106;128;;;;;;;;60;0,5;0,666666667;0,75;2,2;17
92;108;;;;;;;;61;1;2;1,25;2,2;24
96;103;;;;;;;;62;0,5;1,666666667;1,25;1,2;17
97;144;;;;;;;;63;1;0,333333333;1,5;1,8;18
133;103;;;;;;;;64;2;1,666666667;1,25;3;29
82;87;;;;;;;;65;0,5;2;2;2,4;27
95;114;;;;;;;;66;2;1;1,25;2,2;23
86;96;;;;;;;;67;0;0,666666667;1;1,6;14
88;113;;;;;;;;68;1;0,333333333;1,5;2,4;21
97;121;;;;;;;;69;1;2;3;3;35
81;120;;;;;;;;70;1;1,333333333;2,5;4,4;38
51;95;;;;;;;;71;0,5;1,666666667;2;3,6;32
88;100;;;;;;;;72;0,5;1,333333333;2,25;2,8;28
92;90;;;;;;;;73;1;2;3,5;4,8;46
117;106;;;;;;;;74;1;4,333333333;2;3,4;40
107;64;;;;;;;;75;2;3;3,75;2,8;42
84;115;;;;;;;;76;2;3,666666667;3;5,2;53
105;147;;;;;;;;77;1,5;3;4;3,4;45
111;105;;;;;;;;78;1;4,666666667;4;4,8;56
122;161;;;;;;;;79;3,5;4;2,25;5;53
94;88;;;;;;;;80;2;3;2,25;3,2;38
147;106;;;;;;;;81;2,5;2;2,5;4;41
120;92;;;;;;;;82;4,5;4;4,75;4;60
120;100;;;;;;;;83;2;2;3;4,6;45
60;89;;;;;;;;84;3;6,333333333;3,75;2,6;53
98;114;;;;;;;;85;5;5,333333333;3;3,8;57
108;129;;;;;;;;86;4;2,333333333;5;4;55
109;95;;;;;;;;87;4;5,666666667;5,25;2,6;59
89;115;;;;;;;;88;5;5;3,75;5,2;66
100;92;;;;;;;;89;3,5;3,333333333;3,5;3,6;49
115;112;;;;;;;;90;2;5,666666667;5,5;5;68
127;96;;;;;;;;91;0,5;6;3;4,4;53
64;95;;;;;;;;92;4,5;4,333333333;6,25;5,4;74
82;111;;;;;;;;93;2;5;5,25;5,2;66
115;116;;;;;;;;94;5;7,666666667;7,5;3,8;82
77;109;;;;;;;;95;9;6;5,5;5,6;86
72;105;;;;;;;;96;6,5;6,333333333;3,5;2,8;60
118;138;;;;;;;;97;4,5;5,333333333;5,75;3,4;65
118;118;;;;;;;;98;4;6,333333333;5,5;4;69
104;88;;;;;;;;99;2,5;3,666666667;4;4;52
75;113;;;;;;;;100;4,5;3,666666667;5,75;5,2;69
95;86;;;;;;;;101;3,5;6,666666667;5;5,4;74
85;108;;;;;;;;102;5,5;5,666666667;3,75;4,2;64
103;124;;;;;;;;103;7,5;7,333333333;5,25;3;73
76;79;;;;;;;;104;5,5;4,333333333;4;4,6;63
75;111;;;;;;;;105;7,5;5,333333333;4,25;5;73
69;111;;;;;;;;106;5;4,666666667;3;4,8;60
103;111;;;;;;;;107;5,5;6,333333333;5;3,2;66
83;102;;;;;;;;108;6,5;3;5;4;62
97;126;;;;;;;;109;6,5;4;3,5;3,6;57
111;119;;;;;;;;110;5,5;6,333333333;4,5;4,2;69
106;90;;;;;;;;111;6,5;3;3,75;3,2;53
128;120;;;;;;;;112;6,5;4,333333333;5,5;4,6;71
105;111;;;;;;;;113;7;2;5,5;3,4;59
90;112;;;;;;;;114;5;5,333333333;2,25;3;50
82;104;;;;;;;;115;8;6,333333333;4;2,4;63
131;124;;;;;;;;116;2,5;2;5,25;1,4;39
89;132;;;;;;;;117;3,5;3;3;1,6;36
98;79;;;;;;;;118;3,5;2,333333333;2,25;2;33
84;116;;;;;;;;119;4,5;2,333333333;2;0,6;27
109;68;;;;;;;;120;4;4;3;1,4;39
117;88;;;;;;;;121;2;2,333333333;3,5;1,8;34
97;113;;;;;;;;122;2,5;1,666666667;2,25;1,2;25
123;91;;;;;;;;123;3;2;2,5;0,8;26
145;111;;;;;;;;124;3;1,333333333;1;0,2;15
86;140;;;;;;;;125;2;1;1,75;1,2;20
82;110;;;;;;;;126;3;0,333333333;1,25;0,8;16
115;105;;;;;;;;127;1;0,333333333;2,25;0,6;15
66;106;;;;;;;;128;1,5;0,333333333;0,5;0,8;10
104;107;;;;;;;;129;1,5;0,333333333;0,5;0,4;8
93;95;;;;;;;;130;0,5;0;1,5;0,6;10
116;130;;;;;;;;131;1,5;0,666666667;1,25;0,4;12
110;82;;;;;;;;132;2;1,333333333;0,75;0,4;13
104;96;;;;;;;;133;0,5;0,333333333;0,25;0;3
131;68;;;;;;;;134;0,5;1,333333333;0,25;0,2;7
80;108;;;;;;;;135;0,5;0,666666667;0;0,4;5
95;113;;;;;;;;136;0,5;0,333333333;0;0,2;3
110;85;;;;;;;;137;1;1,333333333;1,5;0,4;14
103;113;;;;;;;;138;0,5;0;0;0;1
84;124;;;;;;;;139;1;0,333333333;0,5;0,2;6
100;112;;;;;;;;140;0,5;0,333333333;0,25;0,4;5
114;122;;;;;;;;141;0,5;0,333333333;0;0,4;4
94;110;;;;;;;;142;1;0;0,25;0,2;4
63;111;;;;;;;;143;0;0,333333333;0,5;0,2;4
73;109;;;;;;;;144;0,5;0;0;0,2;2
80;103;;;;;;;;145;0,5;0;0,5;0,2;4
105;117;;;;;;;;146;0,5;0;0;0;1
107;113;;;;;;;;147;1;0;0;0,2;3
92;124;;;;;;;;148;0;0;0;0;0
102;82;;;;;;;;149;0;0;0;0;0
107;85;;;;;;;;150;0;0,333333333;0;0,2;2
103;96;;;;;;;;151;0;0,333333333;0;0,2;2
95;108;;;;;;;;152;0;0;0;0;0
106;112;;;;;;;;153;0,5;0;0;0;1
126;77;;;;;;;;154;0;0;0,25;0;1
66;109;;;;;;;;155;0;0;0;0;0
117;112;;;;;;;;156;0;0;0,25;0,4;3
74;105;;;;;;;;157;0;0;0;0;0
79;79;;;;;;;;158;0;0;0;0;0
66;115;;;;;;;;159;0;0;0;0;0
104;176;;;;;;;;160;0;0;0;0,2;1
87;142;;;;;;;;161;0,5;0;0;0;1
102;108;;;;;;;;162;0;0;0;0,2;1
136;98;;;;;;;;163;0;0;0,25;0;1
104;76;;;;;;;;164;0;0;0;0;0
85;119;;;;;;;;165;0;0;0;0;0
101;97;;;;;;;;166;0;0;0;0;0
125;110;;;;;;;;167;0;0;0;0;0
109;95;;;;;;;;168;0;0;0;0;0
121;97;;;;;;;;169;0;0;0;0;0
82;88;;;;;;;;170;0;0;0;0;0
96;108;;;;;;;;171;0;0;0;0;0
125;93;;;;;;;;172;0;0;0;0;0
115;117;;;;;;;;173;0;0;0,25;0,2;2
103;113;;;;;;;;174;0;0;0;0;0
83;117;;;;;;;;175;0;0;0;0;0
97;88;;;;;;;;176;0,5;0;0;0,2;2
70;86;;;;;;;;177;0;0;0;0;0
73;103;;;;;;;;178;0;0;0;0;0
94;102;;;;;;;;179;0;0;0;0;0
118;108;;;;;;;;180;0;0;0;0;0
119;139;;;;;;;;181;0;0;0;0;0
78;95;;;;;;;;182;0;0;0;0;0
85;123;;;;;;;;183;0;0;0;0;0
93;113;;;;;;;;184;0;0;0;5;0
141;132;;;;;;;;;;;;;
80;63;;;;;;;;;;;;;
53;85;;;;;;;;;;;;;
101;108;;;;;;;;;;;;;
64;126;;;;;;;;;;;;;
101;108;;;;;;;;;;;;;
111;120;;;;;;;;;;;;;
88;119;;;;;;;;;;;;;
127;115;;;;;;;;;;;;;
71;92;;;;;;;;;;;;;
118;114;;;;;;;;;;;;;
99;103;;;;;;;;;;;;;
126;124;;;;;;;;;;;;;
109;112;;;;;;;;;;;;;
94;112;;;;;;;;;;;;;
82;115;;;;;;;;;;;;;
98;79;;;;;;;;;;;;;
104;113;;;;;;;;;;;;;
79;115;;;;;;;;;;;;;
111;96;;;;;;;;;;;;;
65;105;;;;;;;;;;;;;
75;112;;;;;;;;;;;;;
106;111;;;;;;;;;;;;;
146;76;;;;;;;;;;;;;
99;110;;;;;;;;;;;;;
81;126;;;;;;;;;;;;;
110;119;;;;;;;;;;;;;
96;94;;;;;;;;;;;;;
109;109;;;;;;;;;;;;;
108;109;;;;;;;;;;;;;
105;107;;;;;;;;;;;;;
103;81;;;;;;;;;;;;;
89;114;;;;;;;;;;;;;
126;117;;;;;;;;;;;;;
56;109;;;;;;;;;;;;;
102;88;;;;;;;;;;;;;
81;107;;;;;;;;;;;;;
85;128;;;;;;;;;;;;;
97;95;;;;;;;;;;;;;
129;134;;;;;;;;;;;;;
75;94;;;;;;;;;;;;;
84;105;;;;;;;;;;;;;
119;108;;;;;;;;;;;;;
112;102;;;;;;;;;;;;;
123;78;;;;;;;;;;;;;
103;61;;;;;;;;;;;;;
110;96;;;;;;;;;;;;;
113;121;;;;;;;;;;;;;
103;104;;;;;;;;;;;;;
107;93;;;;;;;;;;;;;
122;89;;;;;;;;;;;;;
104;125;;;;;;;;;;;;;
107;106;;;;;;;;;;;;;
64;101;;;;;;;;;;;;;
103;122;;;;;;;;;;;;;
105;114;;;;;;;;;;;;;
110;87;;;;;;;;;;;;;
105;98;;;;;;;;;;;;;
135;119;;;;;;;;;;;;;
87;80;;;;;;;;;;;;;
85;115;;;;;;;;;;;;;
131;96;;;;;;;;;;;;;
105;119;;;;;;;;;;;;;
121;95;;;;;;;;;;;;;
102;110;;;;;;;;;;;;;
96;116;;;;;;;;;;;;;
83;134;131;;;;;;;;;;;;
78;81;150;;;;;;;;;;;;
98;101;109;;;;;;;;;;;;
82;96;117;;;;;;;;;;;;
85;82;85;;;;;;;;;;;;
105;87;84;;;;;;;;;;;;
95;101;93;;;;;;;;;;;;
95;79;78;;;;;;;;;;;;
107;85;110;;;;;;;;;;;;
94;88;108;;;;;;;;;;;;
104;110;109;;;;;;;;;;;;
94;87;91;;;;;;;;;;;;
88;91;88;;;;;;;;;;;;
115;62;61;;;;;;;;;;;;
70;101;140;;;;;;;;;;;;
110;78;117;;;;;;;;;;;;
102;115;115;;;;;;;;;;;;
72;69;90;;;;;;;;;;;;
105;98;102;;;;;;;;;;;;
95;122;98;;;;;;;;;;;;
62;90;92;;;;;;;;;;;;
94;84;106;;;;;;;;;;;;
75;84;108;;;;;;;;;;;;
110;100;79;;;;;;;;;;;;
107;103;115;;;;;;;;;;;;
93;87;134;;;;;;;;;;;;
111;72;99;;;;;;;;;;;;
77;116;107;;;;;;;;;;;;
96;69;111;;;;;;;;;;;;
116;114;107;;;;;;;;;;;;
90;104;122;;;;;;;;;;;;
121;105;88;;;;;;;;;;;;
77;95;80;;;;;;;;;;;;
77;73;75;;;;;;;;;;;;
88;93;101;;;;;;;;;;;;
117;117;53;;;;;;;;;;;;
107;110;119;;;;;;;;;;;;
87;74;95;;;;;;;;;;;;
119;84;119;;;;;;;;;;;;
87;87;104;;;;;;;;;;;;
82;95;105;;;;;;;;;;;;
76;122;115;;;;;;;;;;;;
109;121;87;;;;;;;;;;;;
85;96;119;;;;;;;;;;;;
109;132;91;;;;;;;;;;;;
74;108;99;;;;;;;;;;;;
102;94;137;;;;;;;;;;;;
86;80;114;;;;;;;;;;;;
78;95;84;;;;;;;;;;;;
85;96;102;;;;;;;;;;;;
82;63;61;;;;;;;;;;;;
92;94;114;;;;;;;;;;;;
100;97;93;;;;;;;;;;;;
85;91;91;;;;;;;;;;;;
82;104;110;;;;;;;;;;;;
74;89;76;;;;;;;;;;;;
117;112;110;;;;;;;;;;;;
70;71;132;;;;;;;;;;;;
103;103;114;;;;;;;;;;;;
103;103;111;;;;;;;;;;;;
79;65;115;;;;;;;;;;;;
91;132;84;;;;;;;;;;;;
114;76;136;;;;;;;;;;;;
86;98;106;;;;;;;;;;;;
105;79;103;;;;;;;;;;;;
78;75;77;;;;;;;;;;;;
114;94;104;;;;;;;;;;;;
105;94;123;;;;;;;;;;;;
101;75;77;;;;;;;;;;;;
70;110;116;;;;;;;;;;;;
118;90;120;;;;;;;;;;;;
78;56;76;;;;;;;;;;;;
102;104;123;;;;;;;;;;;;
99;88;114;;;;;;;;;;;;
92;103;103;;;;;;;;;;;;
107;116;92;;;;;;;;;;;;
91;90;104;;;;;;;;;;;;
101;118;132;;;;;;;;;;;;
103;111;97;;;;;;;;;;;;
100;114;113;;;;;;;;;;;;
107;120;135;;;;;;;;;;;;
103;94;98;;;;;;;;;;;;
111;87;108;;;;;;;;;;;;
95;95;110;;;;;;;;;;;;
77;96;120;;;;;;;;;;;;
89;97;88;;;;;;;;;;;;
115;115;105;;;;;;;;;;;;
109;77;119;;;;;;;;;;;;
94;88;90;;;;;;;;;;;;
78;97;111;;;;;;;;;;;;
74;62;99;;;;;;;;;;;;
115;79;97;;;;;;;;;;;;
71;120;114;;;;;;;;;;;;
105;66;108;;;;;;;;;;;;
84;107;90;;;;;;;;;;;;
94;80;76;;;;;;;;;;;;
85;64;94;;;;;;;;;;;;
107;103;123;;;;;;;;;;;;
117;128;107;;;;;;;;;;;;
92;110;122;;;;;;;;;;;;
106;94;110;;;;;;;;;;;;
106;118;107;;;;;;;;;;;;
110;117;76;;;;;;;;;;;;
96;95;103;;;;;;;;;;;;
64;65;76;;;;;;;;;;;;
112;115;67;;;;;;;;;;;;
96;78;103;;;;;;;;;;;;
84;69;92;;;;;;;;;;;;
84;115;127;;;;;;;;;;;;
83;98;77;;;;;;;;;;;;
99;72;93;;;;;;;;;;;;
102;95;105;;;;;;;;;;;;
98;125;133;;;;;;;;;;;;
83;94;69;;;;;;;;;;;;
103;103;90;;;;;;;;;;;;
107;93;96;;;;;;;;;;;;
93;105;123;;;;;;;;;;;;
100;58;87;;;;;;;;;;;;
121;85;119;;;;;;;;;;;;
84;66;82;;;;;;;;;;;;
87;135;120;;;;;;;;;;;;
64;80;89;;;;;;;;;;;;
90;111;84;;;;;;;;;;;;
85;93;80;;;;;;;;;;;;
102;92;103;;;;;;;;;;;;
62;43;89;;;;;;;;;;;;
98;97;121;;;;;;;;;;;;
115;82;113;;;;;;;;;;;;
94;99;129;;;;;;;;;;;;
91;79;91;;;;;;;;;;;;
60;92;78;;;;;;;;;;;;
102;100;125;;;;;;;;;;;;
101;99;120;;;;;;;;;;;;
94;100;65;;;;;;;;;;;;
112;77;96;;;;;;;;;;;;
99;82;110;;;;;;;;;;;;
71;89;109;;;;;;;;;;;;
95;87;96;;;;;;;;;;;;
64;85;126;;;;;;;;;;;;
65;87;84;;;;;;;;;;;;
109;92;93;;;;;;;;;;;;
89;96;112;;;;;;;;;;;;
97;85;112;;;;;;;;;;;;
97;91;134;;;;;;;;;;;;
86;94;105;;;;;;;;;;;;
102;64;115;;;;;;;;;;;;
120;71;103;;;;;;;;;;;;
68;84;96;;;;;;;;;;;;
92;52;108;;;;;;;;;;;;
115;91;109;;;;;;;;;;;;
118;110;109;;;;;;;;;;;;
107;90;83;;;;;;;;;;;;
82;91;115;;;;;;;;;;;;
89;81;113;;;;;;;;;;;;
78;98;74;;;;;;;;;;;;
98;74;106;;;;;;;;;;;;
79;84;98;;;;;;;;;;;;
91;105;124;;;;;;;;;;;;
101;118;114;;;;;;;;;;;;
106;141;97;;;;;;;;;;;;
82;93;88;;;;;;;;;;;;
70;76;105;;;;;;;;;;;;
103;116;60;;;;;;;;;;;;
123;101;66;;;;;;;;;;;;
87;103;118;;;;;;;;;;;;
97;101;74;;;;;;;;;;;;
112;114;134;;;;;;;;;;;;
101;96;143;;;;;;;;;;;;
115;79;137;;;;;;;;;;;;
137;102;96;;;;;;;;;;;;
73;89;106;;;;;;;;;;;;
106;98;111;;;;;;;;;;;;
90;95;101;;;;;;;;;;;;
98;110;75;;;;;;;;;;;;
92;61;115;;;;;;;;;;;;
112;98;76;;;;;;;;;;;;
74;112;73;;;;;;;;;;;;
106;44;105;;;;;;;;;;;;
81;76;101;;;;;;;;;;;;
65;94;97;;;;;;;;;;;;
94;95;80;;;;;;;;;;;;
102;96;56;;;;;;;;;;;;
104;61;113;;;;;;;;;;;;
86;101;104;;;;;;;;;;;;
88;101;114;;;;;;;;;;;;
114;92;114;;;;;;;;;;;;
139;107;112;;;;;;;;;;;;
73;78;93;;;;;;;;;;;;
87;121;97;;;;;;;;;;;;
104;95;61;;;;;;;;;;;;
95;102;120;;;;;;;;;;;;
81;124;52;;;;;;;;;;;;
99;100;112;;;;;;;;;;;;
84;79;98;;;;;;;;;;;;
94;74;92;;;;;;;;;;;;
107;101;123;;;;;;;;;;;;
125;102;115;;;;;;;;;;;;
117;106;124;;;;;;;;;;;;
101;48;100;;;;;;;;;;;;
82;75;151;;;;;;;;;;;;
106;102;88;;;;;;;;;;;;
93;101;117;;;;;;;;;;;;
88;47;94;;;;;;;;;;;;
137;91;110;;;;;;;;;;;;
99;79;120;;;;;;;;;;;;
74;91;95;;;;;;;;;;;;
109;98;96;;;;;;;;;;;;
100;120;71;;;;;;;;;;;;
81;102;106;;;;;;;;;;;;
72;74;87;;;;;;;;;;;;
97;109;107;;;;;;;;;;;;
88;90;102;;;;;;;;;;;;
73;87;85;;;;;;;;;;;;
85;108;107;;;;;;;;;;;;
75;84;98;;;;;;;;;;;;
110;73;107;;;;;;;;;;;;
79;116;91;;;;;;;;;;;;
74;100;85;;;;;;;;;;;;
105;89;84;;;;;;;;;;;;
87;103;118;;;;;;;;;;;;
69;85;112;;;;;;;;;;;;
80;89;90;;;;;;;;;;;;
109;96;121;;;;;;;;;;;;
69;86;105;;;;;;;;;;;;
75;93;110;;;;;;;;;;;;
23;93;88;;;;;;;;;;;;
112;94;85;;;;;;;;;;;;
62;104;115;;;;;;;;;;;;
65;97;88;;;;;;;;;;;;
90;80;113;;;;;;;;;;;;
94;81;103;;;;;;;;;;;;
97;121;124;;;;;;;;;;;;
98;112;114;;;;;;;;;;;;
100;84;107;;;;;;;;;;;;
95;91;104;;;;;;;;;;;;
102;94;120;;;;;;;;;;;;
78;96;99;;;;;;;;;;;;
106;93;120;;;;;;;;;;;;
98;86;119;;;;;;;;;;;;
90;106;111;;;;;;;;;;;;
82;74;91;;;;;;;;;;;;
76;108;67;;;;;;;;;;;;
101;103;122;;;;;;;;;;;;
101;131;113;;;;;;;;;;;;
78;84;61;;;;;;;;;;;;
78;90;110;;;;;;;;;;;;
79;83;83;;;;;;;;;;;;
86;75;108;;;;;;;;;;;;
80;114;97;;;;;;;;;;;;
96;104;90;;;;;;;;;;;;
65;101;84;123;;;;;;;;;;;
102;76;75;115;;;;;;;;;;;
126;127;124;119;;;;;;;;;;;
71;82;76;95;;;;;;;;;;;
98;100;61;93;;;;;;;;;;;
98;97;94;78;;;;;;;;;;;
51;86;49;113;;;;;;;;;;;
87;77;91;131;;;;;;;;;;;
105;49;87;110;;;;;;;;;;;
77;103;70;125;;;;;;;;;;;
68;106;93;97;;;;;;;;;;;
70;90;77;78;;;;;;;;;;;
115;121;115;100;;;;;;;;;;;
74;70;96;84;;;;;;;;;;;
54;53;73;93;;;;;;;;;;;
74;131;100;115;;;;;;;;;;;
70;90;77;115;;;;;;;;;;;
103;82;63;123;;;;;;;;;;;
130;53;68;87;;;;;;;;;;;
97;64;95;97;;;;;;;;;;;
79;117;60;76;;;;;;;;;;;
145;88;104;112;;;;;;;;;;;
101;121;94;115;;;;;;;;;;;
65;111;85;122;;;;;;;;;;;
117;88;90;105;;;;;;;;;;;
95;82;88;109;;;;;;;;;;;
72;137;101;103;;;;;;;;;;;
95;92;89;113;;;;;;;;;;;
100;101;95;107;;;;;;;;;;;
116;92;104;91;;;;;;;;;;;
102;75;98;73;;;;;;;;;;;
92;107;73;126;;;;;;;;;;;
110;113;96;108;;;;;;;;;;;
70;104;65;78;;;;;;;;;;;
100;73;106;111;;;;;;;;;;;
98;79;103;99;;;;;;;;;;;
98;115;94;124;;;;;;;;;;;
115;97;75;112;;;;;;;;;;;
97;120;120;105;;;;;;;;;;;
122;116;86;98;;;;;;;;;;;
102;85;125;105;;;;;;;;;;;
71;69;75;97;;;;;;;;;;;
108;88;106;100;;;;;;;;;;;
82;66;121;127;;;;;;;;;;;
70;103;56;82;;;;;;;;;;;
65;36;93;89;;;;;;;;;;;
97;83;74;94;;;;;;;;;;;
89;75;100;79;;;;;;;;;;;
101;113;92;80;;;;;;;;;;;
91;107;121;91;;;;;;;;;;;
65;116;93;72;;;;;;;;;;;
112;109;100;105;;;;;;;;;;;
71;65;89;117;;;;;;;;;;;
103;124;85;102;;;;;;;;;;;
81;82;128;108;;;;;;;;;;;
82;84;105;112;;;;;;;;;;;
96;71;112;109;;;;;;;;;;;
101;109;118;104;;;;;;;;;;;
59;81;58;113;;;;;;;;;;;
75;113;81;115;;;;;;;;;;;
104;116;102;81;;;;;;;;;;;
98;84;117;101;;;;;;;;;;;
93;97;81;129;;;;;;;;;;;
73;163;97;123;;;;;;;;;;;
110;81;58;116;;;;;;;;;;;
110;97;76;78;;;;;;;;;;;
97;117;118;71;;;;;;;;;;;
132;69;92;98;;;;;;;;;;;
92;94;114;99;;;;;;;;;;;
71;110;111;74;;;;;;;;;;;
87;67;106;68;;;;;;;;;;;
75;103;89;114;;;;;;;;;;;
77;79;107;111;;;;;;;;;;;
97;92;113;101;;;;;;;;;;;
131;112;84;57;;;;;;;;;;;
112;61;90;113;;;;;;;;;;;
109;84;99;122;;;;;;;;;;;
60;119;108;102;;;;;;;;;;;
126;95;95;88;;;;;;;;;;;
85;78;90;113;;;;;;;;;;;
86;116;92;99;;;;;;;;;;;
131;117;116;121;;;;;;;;;;;
93;88;78;114;;;;;;;;;;;
109;106;80;99;;;;;;;;;;;
131;77;94;90;;;;;;;;;;;
74;54;90;113;;;;;;;;;;;
103;62;92;110;;;;;;;;;;;
75;110;97;92;;;;;;;;;;;
95;90;84;114;;;;;;;;;;;
82;94;67;83;;;;;;;;;;;
84;80;113;118;;;;;;;;;;;
73;95;69;104;;;;;;;;;;;
94;93;111;111;;;;;;;;;;;
74;95;69;94;;;;;;;;;;;
95;74;93;43;;;;;;;;;;;
154;83;108;124;;;;;;;;;;;
83;69;101;116;;;;;;;;;;;
90;92;89;88;;;;;;;;;;;
97;42;76;98;;;;;;;;;;;
107;107;72;117;;;;;;;;;;;
93;71;95;108;;;;;;;;;;;
94;95;71;121;;;;;;;;;;;
100;57;84;87;;;;;;;;;;;
78;93;89;95;;;;;;;;;;;
90;77;92;114;;;;;;;;;;;
73;107;82;108;;;;;;;;;;;
116;66;87;118;;;;;;;;;;;
94;78;95;103;;;;;;;;;;;
63;113;88;70;;;;;;;;;;;
83;112;94;86;;;;;;;;;;;
65;125;83;99;;;;;;;;;;;
54;76;59;92;;;;;;;;;;;
68;118;122;96;;;;;;;;;;;
139;119;95;120;;;;;;;;;;;
93;80;99;108;;;;;;;;;;;
114;110;173;100;;;;;;;;;;;
117;100;94;137;;;;;;;;;;;
122;72;127;95;;;;;;;;;;;
88;139;118;79;;;;;;;;;;;
87;133;116;100;;;;;;;;;;;
79;86;75;111;;;;;;;;;;;
97;78;96;87;;;;;;;;;;;
97;91;101;96;;;;;;;;;;;
110;105;90;128;;;;;;;;;;;
86;120;72;116;;;;;;;;;;;
95;116;94;90;;;;;;;;;;;
74;83;82;94;;;;;;;;;;;
61;92;99;78;;;;;;;;;;;
118;105;93;113;;;;;;;;;;;
63;59;112;113;;;;;;;;;;;
110;129;102;121;;;;;;;;;;;
76;81;73;108;;;;;;;;;;;
82;98;73;83;;;;;;;;;;;
94;101;96;156;;;;;;;;;;;
82;98;123;126;;;;;;;;;;;
105;100;86;47;;;;;;;;;;;
85;66;103;116;;;;;;;;;;;
82;62;103;77;;;;;;;;;;;
93;89;89;117;;;;;;;;;;;
77;86;77;112;;;;;;;;;;;
78;96;86;89;;;;;;;;;;;
108;103;70;111;;;;;;;;;;;
114;106;107;116;;;;;;;;;;;
75;84;103;90;;;;;;;;;;;
107;120;117;109;;;;;;;;;;;
84;143;92;116;;;;;;;;;;;
78;102;123;107;;;;;;;;;;;
87;125;98;98;;;;;;;;;;;
130;99;104;109;;;;;;;;;;;
90;104;106;102;;;;;;;;;;;
97;100;113;115;;;;;;;;;;;
103;103;112;108;;;;;;;;;;;
68;94;96;90;;;;;;;;;;;
72;112;83;115;;;;;;;;;;;
117;80;145;121;;;;;;;;;;;
75;61;65;108;;;;;;;;;;;
94;87;99;88;;;;;;;;;;;
85;107;75;110;;;;;;;;;;;
76;92;72;123;;;;;;;;;;;
88;100;86;100;;;;;;;;;;;
90;89;123;94;;;;;;;;;;;
92;113;105;121;;;;;;;;;;;
109;76;137;84;;;;;;;;;;;
64;119;69;77;;;;;;;;;;;
95;91;130;112;;;;;;;;;;;
77;111;118;100;;;;;;;;;;;
142;110;91;120;;;;;;;;;;;
116;105;86;110;;;;;;;;;;;
120;84;105;95;;;;;;;;;;;
87;91;109;112;;;;;;;;;;;
83;91;119;59;;;;;;;;;;;
108;98;119;104;;;;;;;;;;;
50;77;79;104;;;;;;;;;;;
85;82;108;92;;;;;;;;;;;
93;84;76;90;;;;;;;;;;;
101;107;126;122;;;;;;;;;;;
92;82;75;127;;;;;;;;;;;
107;123;59;111;;;;;;;;;;;
77;98;90;86;;;;;;;;;;;
