77d841c1-7bbf-4a0f-9ac9-6d7843bcf122;122;119;
8632b428-581e-491c-b683-24dd34c85c0c;108;150;
4e8555ec-0bc8-4ef6-a26f-fdf43b88050b;108;91;
47482425-ab82-46ea-a8de-6d7442a31a22;104;111;
28f81112-81ba-41e1-99b6-213726667d53;92;113;
c7dbbd2a-7288-426b-a553-cc02af7fe753;134;107;
9db497dc-e8f2-40ee-a8ae-bf92b8245a7e;102;130;
4a5d84e8-162a-455a-92cf-154483f7340c;104;131;
3b1a1d44-d430-40e6-8608-78d651d6ea36;78;106;
8f3397a9-821b-496f-816b-13466e64e6fb;131;136;
b1fa8be2-3514-4f2e-b58e-f1ed82fc4d00;112;108;
b1cba0f4-bcd8-4195-bd51-44b00faa2ba5;83;125;
cc442ea8-15b8-47e8-a7c9-b0d6fa28d47a;63;121;
f20caa38-e64b-4674-8c69-abc16f667810;76;97;
5b648116-685d-49d7-ada9-40ce13b39f67;104;115;
8827a82a-8492-4542-a35e-f5b84e1a6655;117;124;
00e1690f-70cf-405d-afc1-e48edfa35219;97;102;
5dc48d90-4788-4547-9817-63f7bdae68ad;104;154;
7538c234-f6c0-4086-acff-ad93fa16718b;107;94;
5f6784a4-4ff1-4570-a339-c64a830c5204;106;114;
42844e09-1b0a-4cee-b562-c77dc6c38587;92;117;
70f50884-a7da-4873-855a-2e974b979cee;103;131;
0e6d7eaa-cf6e-4217-8a88-9230e5bb401e;120;122;
ae7eebc0-e74c-401c-90b6-0ea036302470;104;104;
826a091d-0f5e-43e4-b4fd-2e93d778a39c;60;91;
c715a11f-35d7-481c-acbd-18446050dc3a;100;109;
ad9fc267-b4f6-43ca-8d0e-b398223dcd23;125;108;
6dcb01f3-0ab3-447f-87de-389488d2e09d;108;121;
4bc79803-9a9c-4a18-b9a0-934837a6533c;108;90;
bb40fb2e-ecf5-4499-88e5-e17ca64aeed9;91;117;
d28bb9a5-e100-48b8-a3d0-5b47c4ad27a2;77;92;
e4e14000-3487-4c4b-a303-506dbf8feac2;129;126;
38c69af9-831d-4c8e-bf1a-e2e8a506caa3;84;122;
3be8413a-5a3d-4967-b903-ee946f4524bf;144;96;
588b0c62-cdf5-4f4a-b7e8-ec6def27b71c;79;113;
b743314d-a5fc-460d-a490-7e823f7bc40a;117;114;
acfd3995-5014-4876-ab7d-ee2da4960a78;129;109;
6a157166-b490-479f-8be5-f13a13726f05;126;111;
dd9bc88c-ec91-4e21-9f0a-15c6666dd2b1;129;122;
6ce26552-915e-4b87-90ce-42f20bd29a3a;85;89;
76fa360c-4fe6-4b9b-b468-e0ad289fd09b;87;85;
0d668c42-b527-43ec-9da6-7ace8f338d6e;105;107;
584e4e1e-0f89-4567-9c07-ec5a723dd8fe;127;112;
d8eed26b-c19a-417b-b05e-fd5a9391ac06;86;88;
9c244642-8dc8-4953-80cf-5c1de9c5ccab;98;94;
8fa04a13-9875-4088-b3a7-de2ba240017a;88;125;
8e09e2b4-a73d-456d-b149-f5f9d4396319;97;96;
e0de612f-9ac2-4b25-9432-9d48c2308003;117;105;
370114dc-0ff6-486d-8c58-a01a2ad74101;86;131;
56175b96-5b27-420c-9544-d9f31dc746b5;147;114;
eca7b6fa-b38e-4c03-9abd-5748e926d500;112;97;
7ef92bf5-20bd-4c2d-8a07-3f45e9c8df88;107;105;
6d961f80-72dd-44a2-9e68-69db025abae9;134;120;
e2c5414d-b619-43b0-bfad-9fa15c299794;94;140;
9a014986-84ca-4d58-9697-d19aea7b64bf;104;116;
78f3eb49-a749-4ea5-8e1d-3d69caefd8d3;137;109;
3f503821-ea41-480a-99a0-bdb99993ecbe;89;116;
90cd27ab-b5a9-49ac-8586-2635cab97d40;70;97;
18e16312-7f26-4e62-8f87-3519971b9eb1;114;108;
564f1de0-8778-4c76-8b82-7588b5a7b231;89;107;
79d967cf-dc99-434a-a06b-a26bb68a19a5;94;112;97;
6e3a7eaa-e04b-40df-b957-1ba50efc77dd;100;101;80;
b94b78fa-413a-45a4-9bc2-41bd6284c265;108;85;131;
a4870f4e-0272-4dd2-acc8-bf429c9ca78e;78;82;114;
6db6ad93-4bb2-43a6-9074-fa85e8115768;112;114;106;
ac150781-31bc-4fa6-ab38-48fb0577381f;100;94;101;
26583aab-24a7-4380-9061-f636371cd753;99;107;87;
e4fe14d8-0a07-4573-9ac0-ad06f814daa9;123;80;92;
e5a99f8a-2c2a-4654-8252-9e7d4b57d6c7;83;84;71;
c1bb9ea5-be3d-4dd5-a4d6-67d60d339f5d;96;116;113;
e89c67c7-af17-438f-b024-cafa9f2d31f6;88;105;105;
11783c41-36fb-4f6b-836e-2bfd3472e670;133;87;93;
b1c7eac0-3a0c-433c-9be6-3ba1e47ceff7;72;114;107;
27d6af2c-000d-41e5-a571-a3476dd29b65;115;85;110;
b295bfdf-36c6-45c1-985f-02a286ca4dcb;93;129;94;
dffff763-6bb1-4cf1-99c9-83fa67c9dd4e;80;99;115;
4195bb3d-f0f5-4e0c-8418-2a29c2d89f78;114;78;105;
3751d7cf-df32-4a27-92b0-d7227cca5c1f;115;107;128;
bc7041ce-935d-4d7b-a93c-e0773e385ae5;120;91;120;
1d5990ee-d802-4c28-9edc-76b212f3c4a2;122;109;88;
c0926753-c6a0-4c99-a04a-2be248bf00e8;128;99;112;
00c293d6-5e02-45e4-8a51-00d3cb61d42d;82;74;77;
497b9014-8d95-4a3e-b6d3-d58b3dce42c0;99;113;122;
2b789350-a534-43e8-ac3c-e7f696c3ba23;98;70;93;
b6439706-4660-4547-a67e-70714a4d7cb5;129;89;106;
a837af19-c82a-4dd4-a74e-5ee0b1aca177;95;108;104;
ecbc0e29-7284-44d2-ab0a-59347acd50c4;100;93;120;
121f5578-06de-4236-9b5b-e5bc742d5b91;54;81;118;
da6ca077-18f0-4fb9-be38-a8f0d4856e50;86;102;84;
605962e7-80ad-4d4f-873c-ea094ec05c95;60;49;115;
e45ffe50-c638-4537-86b8-ec8843c63488;120;98;117;
47f4f162-37a8-4446-a745-97a9f9d26803;107;92;102;
f6f94655-22a7-43ce-b923-048300716814;78;77;117;
5d0a4677-aaf9-407b-897c-3080cee5cc41;103;66;80;
9a112f82-5896-4870-b318-b75ad6213ef6;103;99;90;
617a3237-b18d-4979-9451-bdbce61e5f6a;64;96;119;
509d17dc-4c4d-4d67-8638-0c964d9aa98c;108;110;106;
5e060b51-c5dc-4085-976b-92a0e4c45ddf;67;83;93;
f87c009b-0095-465f-8c14-25d0808bd8df;83;121;111;
a4227863-f731-4d67-b480-a905b7569107;80;90;68;
2c5b890f-b53f-40e7-ae5b-5ea0ec47db34;74;102;100;
eb1684dd-01c2-4ee8-acd8-f0a71bacd4b4;83;63;76;
57dd728d-2f6b-4111-a760-a78efc6b6814;95;132;97;
379eab8c-9e03-4576-87e7-29b4f5c05aae;54;89;89;
3d4e1b07-1a29-4ed2-8a53-ba1d5c4a89bc;101;122;118;
b3f8bb64-56e2-4009-b8ec-60d834492153;103;118;95;
90cf5115-72f2-41a5-a98e-3605a86658c9;75;69;128;
2cb8ab48-9fe5-46e4-9740-9caa5665d3bb;95;129;86;
daeb3ae8-5d54-4f65-8ec4-01b41f09a5c8;100;81;113;
fa96a61e-7234-423d-adad-50df0843515c;83;73;87;
bae44a72-2220-4658-a743-92f826ded923;93;98;79;
1ae3c967-39f0-481a-b1f7-3bab95f70c97;77;114;113;
63fad4a7-c477-4ade-b689-6ea1839b12f7;118;104;96;
5bc12372-9a7e-4a32-a908-cac182555e72;65;108;94;
48b27fc5-0be1-4468-a511-23cc181e5c6a;92;73;99;
bc8cdb14-b32d-475c-8037-02b2bcc5a465;63;106;91;
bf5c8f1e-3204-4f34-954d-86210df40fe5;77;71;94;
35098532-8003-4e79-aa7d-e326883730be;71;91;116;
bfc87685-93fb-44a8-9b5a-e8e401be435d;75;88;91;
fc9b7d90-1f38-4eec-bdec-d0d43f08da95;96;99;100;
210adccc-adf9-438a-9bb6-c2caace3e071;98;99;110;82;
088a662d-ad6a-45f6-911f-58ef4b8ec119;107;68;63;103;
2133ee17-622d-4678-b20d-03ddcddc8fb1;107;78;100;101;
d82a5b07-f08c-43a2-a4a7-a2bfaf12f6f4;90;70;71;110;
7ce9dfdb-e258-433d-8f8f-6963c4affb48;113;76;116;113;
eaa0fae2-1da5-45b1-acd3-484e0952e25e;95;121;86;106;
350891e8-3f66-4e06-a278-04368707aba4;107;110;131;118;
20962b1f-d0cf-497e-8bcc-f111c3510ee6;88;102;86;99;
0e4d7229-1fe0-40fe-8545-1e19d4c3e8a4;115;114;108;117;
c5be0e53-8f9c-4d02-a66e-39f1a1fcb521;100;127;101;80;
88c0f831-0d3d-4e83-b843-3d993564e4a1;96;98;87;110;
e3c6cf74-db3c-4b9d-8f93-aa59437c4318;74;66;97;95;
f304fd06-0a1f-40ca-9262-4fc67b421005;104;80;121;114;
fail 4 in turn: 45
095d7746-8ed1-411c-841c-394d3c7602b0;107;138;99;96;
42c5a92b-3ff4-4375-a711-d5c00aece27c;110;98;98;110;
18ee7779-04a6-492a-8d3d-1797da83b585;95;95;100;124;
0276cc81-3bec-4263-a05e-fd5ed77fe9b6;111;111;123;121;
9f1c2123-b486-4cb4-9ce8-4f77166808d0;65;83;112;124;
da199266-8ff4-40f4-816f-73901d900719;90;128;120;110;
015c55fe-ccc9-4ebd-bd59-83169d3d2260;72;76;79;102;
70ef4e04-8f65-441b-8c77-8862ef2cfd4b;87;106;100;105;
1636d252-2236-4268-a6e7-14b082494d80;86;68;98;98;
a920240f-fea1-40c6-8cb4-7db322c2a66c;63;93;106;109;
cd8896e4-d02e-4bc2-94c0-9f35eb763794;94;111;110;105;
5d1119d5-be58-4a2a-b16c-1b92afe3a1b2;124;83;71;86;
65c4cec5-4e52-40f4-91e6-a7ef9028eb39;109;112;90;86;
090c5722-786a-40ca-8853-4e774bd6ac54;102;75;54;109;
b688fb91-eef1-42f9-95e7-9d5d0823a538;114;126;122;117;
029f357b-4bbf-4686-a169-be8307e2e7df;109;97;89;112;
4534da04-3441-4533-aa41-9c6b3eab1bf1;69;118;89;108;
9e94e32a-8d4a-4d2d-9525-8ed9a4e1ee23;90;108;68;110;
596b118f-98af-47ad-8f6d-63315bd88a0d;56;126;106;68;
2535859f-5b7d-4062-9b59-ce78a6afae99;101;105;102;113;
2d97c75d-4e6f-41b8-9364-d67ecb45bb3d;103;76;111;124;
ee520922-8ece-4f57-8753-325f12526978;81;112;77;120;
98d06618-dd36-4af8-91a5-68ba7d39a649;76;99;68;111;
a98f52d6-2e2c-4bc4-a727-a5bb345542e1;91;72;83;87;
5593e6c3-278e-49ac-b0a1-462bb520697b;93;87;107;118;
55c96c2e-5437-436c-920a-4de43f3dacd7;104;74;87;92;
f7f1e9ab-da86-4eca-bac9-48027519a5d6;73;101;70;102;
ab8f3656-839f-4fee-a0f1-692875a97848;78;141;94;114;
016c65bc-4c34-4c8f-8556-ade9a9a9e2ae;75;89;100;90;
5bed1070-e586-44b6-884a-85994d55a49a;94;103;97;101;
72dc8835-1d9e-4c5d-b3bd-145ce1cb2a30;104;113;75;93;
33a7ee37-6dca-4ff8-b8de-18be9a0ca08b;88;84;76;110;
c129ed03-6886-4665-be97-275ed066fef5;96;114;87;109;
aa5158cd-a13c-471a-943a-3698d027b586;132;109;114;105;
e5c8f327-362d-4cc9-85d3-bd963c392b79;113;97;116;115;
4dfdaef8-11aa-4e49-a1b6-912a16ef3751;95;144;89;102;
ca3e39d4-8b7b-4912-a194-fba150578191;75;91;62;113;
1a47a577-6293-4f6b-bc7c-4830c2f15095;85;83;102;114;
f36b1006-3aed-4a82-a0e8-4883a19a141b;70;62;102;93;
83cd900d-aa1a-4201-9d59-eb0b37ac6e74;63;104;93;111;
c565a34a-092f-4ed8-bc7d-8249560a744e;102;104;76;107;
b68c0520-b9e4-4726-b757-8d8150b347dd;71;86;95;98;
23186bb0-7576-4c5f-a600-3afa336dfabf;82;91;106;99;
be0809ab-a164-4fe9-84a7-235fcfbdac58;80;104;111;81;
442c1222-d1cb-4c85-96fc-3e2ab7ce93d8;113;69;142;111;
239098c5-6f98-4367-92e1-7a46621ba68a;93;82;88;98;
837ccd56-6749-4ddf-9f42-87d2fdcfb000;126;74;117;112;108;
7b1b5874-4d1e-4c12-9c1f-9c2b0e40b2c6;91;71;78;119;112;
8b0ae33b-02d4-49e6-93e7-6338fa582241;64;115;98;105;79;
fail 5 in turn: 40
2f7bf15a-c7ef-44a1-b385-285c4daf90ba;91;89;93;97;102;
65963af1-1d84-45d6-8121-4d7c365bb6a7;105;58;86;84;79;
29941878-d809-489e-b77c-9485433ccb59;103;78;112;119;106;
1843c05d-63a0-4ac1-97b0-f2ceeabc2591;95;96;76;76;103;
5158a2ae-887d-482c-a205-d7fbd41e020f;117;115;115;107;125;
39852ced-67a5-49e3-894a-5d7effc6d333;62;87;78;76;143;
3720f417-bac0-483a-ac63-ffe1e909d767;69;47;63;80;81;
bdf7a65e-fe6b-401f-a326-1547e3637f57;105;87;79;58;93;
4120ce49-ebb4-4f16-86aa-2543273fd7f5;108;96;122;78;115;
b20a5d82-7427-4f90-afdb-11fe3950f23e;108;95;80;98;124;
22a15ff5-da5e-4a86-a500-71144afadc25;69;66;89;84;118;
fail 5 in turn: 44
b47aebb4-a7dd-4e0c-90cd-4035b62be76e;79;108;101;114;120;
fail 5 in turn: 45
a1c51257-4201-4115-9069-2a8a39b9f02c;76;79;103;121;108;
53530b6c-410a-4a2a-8aa5-a1388be1d8ba;92;91;142;97;112;
006af05f-f4f7-4acf-b314-baec4123b164;102;123;97;89;104;
1083becb-fb8c-4494-a9ee-9df5eaf8de62;66;84;76;65;97;
7e2b9aa3-863d-4b50-81b6-1cbde74f5e74;90;55;78;101;111;
2b90398d-9bda-483d-beec-da3907935f96;73;75;104;112;98;
7528098d-cc31-498d-b6d0-693012d4a26d;78;81;57;95;98;
43f960a3-8cc8-48f2-876f-a57751c2b7d5;88;82;98;89;111;
832040bb-b31c-4547-9d53-989a7a11e2fc;80;98;73;54;123;
82c7d686-6576-4df3-a732-64ab49aa91d8;82;91;104;114;107;
287e7379-f120-4c2f-88a1-6185563e49a5;76;62;90;91;100;
44d812e3-8451-41fd-951a-c44b3198d0de;87;85;94;86;109;
d5d76ebf-7b8a-492e-ab19-0bdd1b03876d;111;95;117;130;120;
b7b96fea-51a3-46ab-bb1a-7231957edd51;129;137;99;108;126;
a52789b2-ccd7-4a89-8dff-94808d2ac0d5;106;101;104;115;119;
61d28e45-4dd7-43e1-b81d-73bdae14502e;76;75;76;90;105;
7fc15ef7-5825-46fd-84f4-6a9c4762a4c0;100;94;104;130;82;
890b49be-14c5-4531-b155-6568c7dc30d1;102;97;83;94;137;
c3e0caba-531e-42d1-8761-7cf4ee102441;73;110;96;57;96;
e8057b72-d756-4ad3-86b6-431d9bd73b8e;100;72;60;96;106;
909e8ea0-7664-4c6d-b751-ab9fa16291ea;108;78;93;115;116;
f3688f2a-88c6-4796-a455-c519f6f926ed;110;95;94;99;74;
8027486d-0828-4981-b6d5-1f1b17307561;70;96;65;37;61;
b15fe89f-0094-4110-83bd-090233bd16b8;112;120;100;139;83;
f4d82fe3-09ea-44d4-bfb5-508f2d87a595;62;99;96;104;83;
4e97b74b-58ec-45a7-838a-46299b1d4064;108;99;89;105;103;
0ddfbd31-74f2-48f8-9918-726bc09b6fce;80;97;122;110;97;
31314b1c-be21-4e79-8797-028730bfeb29;82;45;59;97;118;
eecb70d6-458b-441b-8ac8-3cc35d033e13;102;103;107;84;72;
08355e2c-578a-496e-a47f-2701ef396212;110;98;83;94;114;
1200e5d3-0dc7-433f-8b17-71aecc77b198;103;70;106;82;118;
2bf6b450-db2a-458d-8200-6734ec5c9620;108;96;126;112;114;
fail 5 in turn: 39
1ed2bd7b-55f7-4708-92c2-219e02e93bd0;96;93;98;110;95;
8aede5bf-11e2-4f17-8c46-c505522854f0;103;60;88;102;106;
200224f4-bb06-46ce-b9e8-bc979822e258;116;113;98;109;114;
1323f9a5-91b5-4c50-9de7-ae921e97b7ec;77;59;60;68;95;
0c4e8e28-26a9-40cf-a660-fd8bb8db8717;120;90;115;100;93;
b76052b7-7f36-4f8c-9dfa-893bd379c851;108;78;84;82;112;
c799a32e-18ac-40bb-8fac-78c4a7e41093;97;87;83;63;136;
9b2c8dfd-5706-49b4-8cf3-6f62840e1a76;84;125;70;88;98;
3f9ae0fd-95f1-43cf-a5bc-dd6b1b79134c;106;81;82;99;95;
