0;1;0;0;0;
1;0;0;1;0;
0;1;1;0;0;
0;1;0;0;0;
fail 5 in turn: 40
1;0;1;0;0;
0;1;0;0;0;
0;1;1;0;1;
0;1;0;0;1;
fail 5 in turn: 34
1;1;1;0;0;
fail 5 in turn: 41
0;0;0;0;0;
0;0;1;0;1;
0;1;0;1;0;
1;0;1;1;0;
0;2;1;0;0;
0;1;1;0;1;
fail 5 in turn: 40
0;0;1;0;0;
1;0;1;0;1;
1;0;0;2;1;
1;0;1;1;1;
0;1;2;1;0;
0;1;0;0;0;
0;1;0;0;0;
1;0;0;1;0;
1;1;0;1;1;
0;0;0;1;1;
0;0;1;0;0;
1;0;0;0;1;
0;0;0;1;0;
2;1;0;0;0;
0;0;1;0;0;
1;1;0;0;0;
1;0;0;0;0;
1;1;0;0;0;
2;0;0;0;0;
0;0;0;0;0;
0;1;0;0;1;
1;1;0;0;1;
0;1;0;0;1;
1;0;0;1;0;
0;0;1;0;1;
0;1;1;0;1;
fail 5 in turn: 42
0;0;0;0;0;
1;0;1;0;0;
0;1;1;0;1;
0;0;1;0;0;
0;1;0;0;0;
1;0;0;0;0;
1;0;0;0;0;
0;0;1;1;0;
fail 5 in turn: 43
1;1;0;1;0;
1;1;0;0;1;
1;1;1;0;1;
1;0;0;0;0;
0;0;1;1;1;
1;0;0;0;0;
0;1;1;0;0;
0;0;1;0;0;
0;0;0;1;0;
0;1;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;2;0;0;1;
1;0;2;2;0;
fail 5 in turn: 44
fail 5 in turn: 40
1;0;1;0;0;
1;0;0;0;1;
0;1;0;0;1;
0;0;0;0;0;
0;0;1;0;0;
0;1;0;0;0;
fail 5 in turn: 41
0;1;1;0;0;
0;1;0;1;1;
0;0;0;0;0;
1;1;1;1;0;
0;0;0;1;0;
0;0;0;1;0;
0;0;0;0;0;
1;1;1;0;0;
0;0;0;1;1;
1;1;0;0;0;
0;0;0;1;1;
0;1;0;0;1;
1;1;0;1;1;
0;0;0;1;0;
0;1;1;0;0;
fail 5 in turn: 38
1;0;1;0;0;
0;1;0;0;0;
1;1;0;1;0;
0;1;0;0;0;
0;1;0;0;1;
fail 5 in turn: 44
1;0;0;1;1;
fail 5 in turn: 42
1;0;0;0;0;
1;0;0;0;0;
fail 5 in turn: 41
0;0;0;2;1;
0;0;1;0;0;
1;0;0;0;0;
0;0;0;0;0;
0;1;0;1;1;
fail 5 in turn: 45
2;1;0;0;0;
0;0;1;0;1;
0;0;1;0;0;
0;0;1;1;0;
0;1;1;1;0;
0;0;0;0;1;
0;1;0;0;1;
fail 5 in turn: 44
0;1;0;1;1;
0;1;0;0;0;
0;1;0;0;1;
0;1;1;0;0;
1;0;0;1;1;
0;1;0;0;1;
1;0;1;0;0;
0;1;0;1;0;
0;0;0;3;0;
0;0;0;1;2;
0;0;0;0;0;
0;0;1;1;0;
fail 5 in turn: 38
2;0;0;0;1;
0;0;0;0;0;
1;2;0;0;0;
0;0;1;0;0;
0;1;0;0;1;
0;2;0;0;1;
