1,4,5,85,4,2,20,45,-24,90,1,1,7,6,5,43,45,44.2,44,2,2,2.0,2,2,0,0,3
2,3,5,81,9,2,20,44,-23,86,0,0,7,7,5,42,44,43.2,43,2,2,2.0,2,2,0,1,1
3,5,5,71,9,2,20,44,-23,76,0,0,7,7,5,42,44,43.2,43,2,2,2.0,2,2,0,3,1
4,7,5,69,17,2,20,44,-23,74,1,1,7,6,5,40,44,41.6,41,2,2,2.0,2,2,0,3,3
5,5,5,63,21,2,20,42,-21,68,0,0,7,7,5,39,42,40.8,41,2,2,2.0,2,2,0,5,1
6,7,5,55,23,2,20,42,-21,60,1,1,7,6,5,39,42,40.4,40,2,2,2.0,2,2,0,5,3
7,4,5,51,31,2,20,39,-17,56,0,0,7,7,5,37,40,38.8,39,2,2,2.0,2,2,0,5,1
8,6,5,41,31,2,20,39,-17,46,0,0,7,7,5,37,40,38.8,39,2,2,2.0,2,2,0,9,1
9,8,5,37,38,2,20,39,-17,42,1,1,7,6,5,36,39,37.4,37,2,2,2.0,2,2,0,9,3
10,5,5,31,44,2,20,36,-13,36,0,0,7,7,5,35,37,36.2,36,2,2,2.0,2,2,0,9,1
11,7,5,23,47,2,20,36,-13,28,0,0,7,7,5,34,37,35.6,36,2,2,2.0,2,2,0,9,1
12,9,5,17,51,2,20,36,-13,22,0,0,7,7,5,33,36,34.8,35,2,2,2.0,2,2,0,13,1
13,11,5,11,56,2,20,36,-13,16,0,0,7,7,5,33,36,33.8,33,2,2,2.0,2,2,0,13,1
14,13,5,3,58,2,20,36,-13,8,0,0,7,7,5,32,36,33.4,33,2,2,2.0,2,2,0,13,1
15,15,5,53,4,2,20,36,-13,58,0,0,7,7,5,29,36,32.6,33,2,2,2.0,2,2,0,15,1
16,17,5,47,8,2,19,36,-13,52,3,3,7,6,5,28,36,31.8,33,2,3,2.2,2,2,0,15,3
17,13,5,41,18,2,19,32,-6,46,1,1,6,5,5,27,33,29.8,29,2,3,2.2,2,1,1,22,3
18,12,5,33,19,2,19,31,-5,38,0,0,6,6,5,27,33,29.6,29,2,3,2.2,2,1,1,22,1
19,14,5,25,22,2,19,31,-5,30,0,0,6,6,5,26,33,29.0,28,2,3,2.2,2,1,1,22,1
20,16,5,17,26,2,19,31,-5,22,0,0,6,6,5,23,33,28.2,28,2,3,2.2,2,1,1,22,1
21,18,5,9,26,2,18,31,-5,14,0,0,6,6,5,23,33,28.2,28,2,3,2.4,2,1,1,22,1
22,20,5,3,33,2,18,31,-5,8,1,1,6,6,5,22,31,26.8,27,2,3,2.4,2,1,1,22,3
23,14,5,44,0,2,18,25,10,49,0,0,6,6,5,21,28,24.4,25,2,3,2.4,2,1,1,22,1
24,16,5,40,8,2,17,25,10,45,0,0,6,6,5,19,27,22.8,22,2,3,2.6,3,1,1,22,1
25,18,5,36,17,2,17,25,10,41,0,0,6,6,5,17,25,21.0,22,2,3,2.6,3,1,1,37,1
26,20,5,28,17,2,16,25,10,33,1,1,6,5,5,17,25,21.0,22,2,4,2.8,3,1,1,37,3
27,14,5,26,27,2,15,19,73,31,0,0,6,6,5,15,22,19.0,19,2,4,3.0,3,1,1,37,2
28,14,5,24,34,3,14,19,60,29,1,1,7,6,5,15,19,17.6,18,2,4,3.2,3,1,1,37,3
29,11,5,20,39,3,13,16,90,25,0,0,7,7,5,15,19,16.6,16,3,4,3.4,3,0,2,47,2
30,11,5,14,42,4,12,16,73,19,2,2,10,8,5,14,19,16.0,16,3,4,3.6,4,1,2,47,3
31,9,5,10,44,4,10,14,75,15,0,0,10,10,5,14,19,15.6,15,4,4,4.0,4,0,3,51,1
32,11,5,4,47,4,9,14,75,9,0,0,10,10,5,12,19,15.0,14,4,5,4.2,4,1,3,51,1
33,13,5,53,4,4,9,14,75,58,2,2,10,9,5,10,15,13.0,14,4,5,4.2,4,1,3,51,3
34,10,5,49,9,4,8,11,79,54,0,0,10,10,5,10,15,12.0,12,4,5,4.4,4,1,3,58,1
35,12,5,39,9,4,8,11,79,44,0,0,10,10,5,10,15,12.0,12,4,5,4.4,4,1,3,58,1
36,14,5,31,12,4,8,11,79,36,0,0,10,10,5,9,15,11.4,11,4,5,4.4,4,1,3,58,1
37,16,5,21,12,4,8,11,79,26,0,0,10,10,5,9,15,11.4,11,4,5,4.4,4,1,3,58,1
38,18,5,11,12,4,8,11,79,16,0,0,10,10,5,9,15,11.4,11,4,5,4.4,4,1,3,58,1
39,20,5,5,21,4,8,11,79,10,1,1,10,10,5,5,15,9.6,9,4,5,4.4,4,1,3,58,3
40,14,5,32,0,4,8,5,94,37,0,0,10,10,5,5,9,7.2,8,4,5,4.4,4,0,4,68,1
41,16,5,22,0,4,8,5,94,27,0,0,10,10,5,5,9,7.2,8,4,5,4.4,4,0,4,68,1
42,18,5,12,0,4,8,5,94,17,1,1,10,9,5,5,9,7.2,8,4,5,4.4,4,0,4,68,3
43,14,5,4,4,4,8,1,135,9,0,0,0,0,5,1,9,6.4,8,4,5,4.4,4,0,4,68,1
1,4,5,85,5,2,20,45,-27,90,4,4,8,4,5,43,45,44.0,44,2,2,2.0,2,2,0,0,3
2,2,5,81,10,2,20,43,-25,86,0,0,8,8,5,41,45,43.0,43,2,2,2.0,2,2,0,2,1
3,4,5,75,13,2,20,43,-25,80,1,1,8,7,5,41,43,42.4,43,2,2,2.0,2,2,0,4,3
4,2,5,69,17,2,20,41,-23,74,0,0,8,8,5,41,43,41.6,41,2,2,2.0,2,2,0,4,1
5,4,5,63,21,2,20,41,-23,68,0,0,8,8,5,40,41,40.8,41,2,2,2.0,2,2,0,4,1
6,6,5,55,24,2,20,41,-23,60,3,3,8,5,5,38,41,40.2,41,2,2,2.0,2,2,0,4,3
7,4,5,49,28,2,20,39,-21,54,0,0,8,8,5,38,41,39.4,39,2,2,2.0,2,1,1,8,1
8,6,5,41,30,2,20,39,-21,46,0,0,8,8,5,38,41,39.0,39,2,2,2.0,2,1,1,8,1
9,8,5,33,32,2,20,39,-21,38,0,0,8,8,5,38,39,38.6,39,2,2,2.0,2,1,1,8,1
