1,1,0,1,0,0,1,0,1,1,0,5,97,0,2,26,45,-16,2,2,8,6,2,-16,0,-8.0,-8.0,45,45,45.0,45.0,2,2,2.0,2.0,4,4,4.0,4.0,3
1,2,0,0,0,0,1,0,1,1,0,5,97,2,2,26,44,-15,1,1,8,7,2,-16,0,-15.5,-15.5,44,44,44.0,44.0,2,2,2.0,2.0,3,3,3.0,3.0,3
1,3,0,0,0,0,0,0,1,1,0,5,95,3,2,26,43,-14,0,0,8,8,2,-15,0,-14.5,-14.5,43,44,43.5,43.5,2,2,2.0,2.0,2,5,3.5,3.5,1
1,4,0,0,0,0,0,0,1,2,1,5,91,3,2,26,43,-14,5,5,8,3,2,-15,0,-14.5,-14.5,43,44,43.5,43.5,2,2,2.0,2.0,4,7,5.5,5.5,3
1,5,0,0,0,0,0,0,1,0,1,5,91,7,2,26,41,-12,0,0,8,8,2,-15,0,-13.5,-13.5,41,42,41.5,41.5,2,2,2.0,2.0,2,5,3.5,3.5,1
1,6,0,1,0,0,0,0,2,0,1,5,87,7,2,26,41,-12,4,4,8,4,2,-13,0,-12.5,-12.5,41,42,41.5,41.5,2,2,2.0,2.0,4,7,5.5,5.5,3
1,7,0,1,0,0,0,0,0,0,1,5,85,9,2,26,39,-10,0,0,8,8,2,-13,0,-11.5,-11.5,39,42,40.5,40.5,2,2,2.0,2.0,2,9,5.5,5.5,1
1,8,2,1,0,0,0,0,0,0,1,5,81,9,2,26,39,-10,4,4,8,4,2,-13,0,-11.5,-11.5,39,42,40.5,40.5,2,2,2.0,2.0,4,11,7.5,7.5,3
1,9,0,1,0,0,0,0,0,0,1,5,79,11,2,26,37,-8,0,0,8,8,2,-13,0,-10.5,-10.5,37,42,39.5,39.5,2,2,2.0,2.0,2,13,7.5,7.5,1
1,10,0,2,0,0,0,0,0,0,2,5,75,11,2,26,37,-8,2,2,8,6,2,-13,0,-10.5,-10.5,37,42,39.5,39.5,2,2,2.0,2.0,4,15,9.5,9.5,3
1,11,0,0,0,0,0,0,0,0,2,5,75,15,2,26,35,-6,1,1,8,7,2,-13,0,-9.5,-9.5,35,40,37.5,37.5,2,2,2.0,2.0,2,13,7.5,7.5,3
1,12,0,0,0,0,0,0,0,0,0,5,73,17,2,26,33,12,0,0,8,8,2,-11,12,0.5,0.5,33,40,36.5,36.5,2,2,2.0,2.0,0,15,7.5,7.5,1
1,13,0,0,1,0,0,0,0,1,0,5,69,17,2,26,33,12,0,0,8,8,2,-11,12,0.5,0.5,33,40,36.5,36.5,2,2,2.0,2.0,2,17,9.5,9.5,1
1,14,0,0,2,0,0,1,0,1,0,5,65,17,2,26,33,12,0,0,8,8,2,-11,12,0.5,0.5,33,40,36.5,36.5,2,2,2.0,2.0,4,19,11.5,11.5,1
1,15,0,0,2,0,0,1,0,1,2,5,63,23,2,26,33,12,0,0,8,8,2,-11,12,0.5,0.5,33,34,33.5,33.5,2,2,2.0,2.0,6,13,9.5,9.5,1
1,16,0,0,3,0,0,1,0,1,3,5,59,23,2,26,33,12,1,1,8,7,2,4,12,8.0,8.0,33,34,33.5,33.5,2,2,2.0,2.0,8,15,11.5,11.5,3
1,17,0,0,0,0,0,1,0,1,3,5,57,26,2,26,30,32,0,0,8,8,2,4,32,18.0,18.0,30,34,32.0,32.0,2,2,2.0,2.0,5,17,11.0,11.0,1
1,18,0,1,0,0,1,1,0,1,3,5,55,29,2,26,30,32,0,0,8,8,2,4,32,18.0,18.0,30,31,30.5,30.5,2,2,2.0,2.0,7,14,10.5,10.5,1
1,19,0,2,0,0,1,1,0,2,3,5,51,29,2,26,30,32,0,0,8,8,2,22,32,27.0,27.0,30,31,30.5,30.5,2,2,2.0,2.0,9,16,12.5,12.5,2
1,20,0,2,0,0,1,1,0,2,3,5,49,29,3,25,30,23,1,1,10,9,2,22,23,22.5,22.5,30,31,30.5,30.5,2,3,2.5,2.5,9,18,13.5,13.5,3
1,21,0,2,0,0,1,1,0,2,2,5,47,30,3,25,29,24,0,0,10,10,2,22,24,23.0,23.0,29,31,30.0,30.0,2,3,2.5,2.5,8,20,14.0,14.0,1
1,22,1,2,0,0,1,1,0,3,2,5,43,30,3,25,29,24,0,0,10,10,2,22,24,23.0,23.0,29,31,30.0,30.0,2,3,2.5,2.5,10,22,16.0,16.0,1
1,23,1,3,0,1,1,1,0,3,2,5,41,33,3,25,29,24,0,0,10,10,2,22,24,23.0,23.0,28,29,28.5,28.5,2,3,2.5,2.5,12,19,15.5,15.5,1
1,24,1,3,0,2,1,2,0,3,2,5,37,33,3,25,29,24,0,0,10,10,2,24,26,25.0,25.0,28,29,28.5,28.5,2,3,2.5,2.5,14,21,17.5,17.5,1
1,25,2,3,1,2,1,2,0,3,2,5,33,33,3,25,29,24,0,0,10,10,2,24,26,25.0,25.0,28,29,28.5,28.5,2,3,2.5,2.5,16,23,19.5,19.5,1
1,26,3,3,2,2,1,2,0,3,2,5,31,38,3,25,29,24,2,2,10,10,2,24,26,25.0,25.0,23,29,26.0,26.0,2,3,2.5,2.5,18,18,18.0,18.0,3
1,27,0,0,2,2,1,2,0,3,2,5,31,44,3,24,23,39,0,0,10,10,2,39,54,46.5,46.5,23,23,23.0,23.0,3,3,3.0,3.0,12,18,15.0,15.0,1
