ade542f8-a139-4e46-8569-310a6d38005c;120;97;107;108;
09bfc2f4-48fb-48f7-acd1-8da2c5909083;69;105;113;88;
e363f90e-06cc-410c-8ceb-1a6b01e4fbb0;127;93;106;108;
4b0375a2-387a-447e-b9a9-08f1d76d99bd;87;119;68;112;
6ce93892-15f8-479d-82e4-14397e94c63d;106;89;81;102;
e9b8c4c0-5145-4f7d-96fe-6d870759daac;76;105;77;101;
077e1962-3039-43b0-8211-4c34e0d48d63;86;86;90;84;
637dcfb2-e558-4a32-8563-3ebd390265cd;127;71;101;103;
c352b364-e32b-4edc-aab7-2edb82cafe1d;102;86;115;110;
1897d313-f0c0-414b-95b1-6b5bd4d3b8c1;84;131;83;128;
b9c5090e-af39-430c-b590-3936671dcd53;133;86;138;100;
6e8fee92-45f9-4408-a02c-ea924ec4f4ca;125;113;111;102;
99e1afd3-1ce7-45e7-8eea-55c4312fd028;84;86;84;137;
053aecab-3925-4fb0-9736-0840d01515c6;116;83;81;102;
72b7dd85-f62f-4db5-b72c-b944251a99cb;60;60;112;103;
e1d85246-7fe8-455a-b5df-d9e16fefe074;67;66;109;87;
5d1dfbe8-31d9-44e7-b497-9a1f4a3d2886;91;112;99;106;
60470bbd-c43d-4918-b47d-ce61d1a32781;98;123;130;114;
118c4c10-35bf-4c70-94fc-3777ca556f8e;128;91;115;100;
fbd479dd-3d18-4cfe-8fe7-34bd028de8cf;109;125;98;101;
66f6fe0e-227f-4363-b0bc-c3c9d68ed988;93;79;87;108;
d4d8aa88-1c50-4648-ace9-8d63e814a42b;81;94;116;93;
9d23550a-9868-4d4a-ac01-2ff40e2ef950;91;101;108;113;
7521b180-748a-4905-b742-e48a40e8a78d;125;112;107;115;
3243ea89-dfc2-4f50-bf98-43f98c5b55c9;109;113;94;115;
e713e16e-6e39-4eeb-95e5-fb05373f75a3;93;109;99;104;
112f3366-499d-47a1-8987-dceca6417f4d;78;65;62;114;
ba3d0470-8897-4e90-89f1-42c0851e767e;82;104;83;86;
5f659019-a9a8-495c-8085-60ce252b79c1;106;80;84;99;
85bb89a1-2809-4808-a261-890060dce2cf;84;100;69;113;
1efd5a49-460a-424d-a706-649712a28d56;89;56;62;120;
e80c50bf-9098-499e-9d9f-b5a29769a51a;71;82;110;116;
73c7f43a-c2fd-4850-859e-6f3939b19947;104;80;87;118;
72100f84-37d5-4879-a2b2-3886246a1480;66;80;110;122;
6cbc5a47-681f-4ac4-88be-b283130317d1;115;58;114;112;
79922f3d-79d0-4f7b-b1f8-5961996ae396;50;116;91;109;
a0d783fe-619d-4edb-ab0f-e91ef9d63fe0;82;46;92;82;
c069dc38-6e7d-4057-8fad-d5d3d83852e8;54;135;126;99;
a3b2ea86-9871-45b2-872a-68699a0036a5;78;96;105;103;
9a0e9dc4-a1ef-4741-a8c6-af5d831abb7b;61;83;111;107;
ff26aa4c-2724-481a-bdaf-2901af7225cb;74;101;71;138;
b2013b67-ce56-4bac-84a8-0ad33dd1766d;71;89;104;98;
fc7f1f0b-5d39-447f-ad8c-4a0b2980b2aa;75;72;106;128;
edc69718-8e6e-4445-ad0b-af8f57b98e31;67;57;110;99;
ef6aa70d-aba0-4cf4-bd84-616e0906a7bf;60;86;96;106;
fc647fd4-2b4e-480f-bc22-cbf94e729a01;91;98;87;114;
40496f1e-0049-4781-b478-b61da3fb407a;83;70;77;110;
c8cfec96-7e3f-4a01-8f3b-781fbe37bfd0;100;99;148;126;
c4957cda-4b7c-47bb-8f7b-a8c11c97ac0a;62;86;108;116;
899bc71a-bcf5-473f-a9e2-ffd232c39ac5;77;81;110;87;
38371632-624f-4b2f-8a40-74dbca1f52bb;82;111;104;103;
119f587f-30eb-445b-b813-9ef14fce8c19;102;99;100;105;
62d676fc-bf8d-4d74-b5e6-4c3dd23cfba8;113;103;100;100;
55305805-7361-465b-b102-cc762e8351a3;117;93;95;101;
c132ff68-8c04-4794-9e84-b7c29fb34334;87;122;101;102;
eb8b52fd-12a8-4e4b-92c6-3635ed50732e;76;113;83;110;
17376252-49b5-455b-a63a-af9a57fdf88b;117;118;84;107;
36cc822b-6960-4b0c-849a-1d671603f337;93;100;85;120;
b8360bb4-8556-474a-8402-c6db017f50ed;100;93;99;116;
ba531c36-6175-4c9d-b8d1-32eb1f27f414;119;98;88;68;
