1,10000,7.044482,0.02817793,0.99192,480,15,178,37,1162,465,102.42598967297762,43.87291666666667
2,10000,7.0302978,0.028121192,0.99192,20,1,149,64,47,19,106.38297872340425,44.5
4,10000,7.045637,0.02818255,0.991904,138,16,180,15,610,122,95.7327868852459,41.8768115942029
