1;1;0;1;
1;0;1;0;
0;1;0;1;
0;0;0;0;
0;0;0;0;
1;1;0;0;
0;0;0;2;
0;0;1;1;
0;0;1;0;
0;0;0;1;
0;0;1;0;
2;0;1;0;
0;1;0;0;
0;0;0;0;
0;0;1;0;
0;0;0;0;
2;1;0;1;
1;1;0;1;
0;0;2;0;
fail 4 in turn: 44
0;0;1;1;
0;0;0;1;
0;0;0;1;
1;0;1;0;
0;0;1;1;
0;0;1;0;
1;0;0;0;
2;0;0;1;
0;0;1;0;
fail 4 in turn: 43
0;0;0;1;
1;0;0;0;
1;0;0;1;
0;1;0;1;
0;0;1;1;
1;0;2;0;
1;1;1;0;
1;1;0;1;
0;0;2;0;
0;0;0;1;
0;1;0;1;
0;0;0;0;
2;0;0;0;
1;0;0;0;
1;0;1;0;
0;0;0;0;
0;0;1;0;
1;0;0;0;
1;1;1;1;
0;0;0;0;
2;0;0;0;
1;1;0;0;
0;1;0;0;
1;0;0;0;
fail 4 in turn: 48
0;0;1;1;
0;1;0;0;
0;0;0;1;
1;1;0;0;
0;1;0;1;
0;0;0;1;
0;1;1;1;
0;1;1;0;
0;0;0;0;
0;1;0;0;
0;0;0;0;
0;0;0;1;
1;0;0;0;
fail 4 in turn: 48
0;1;0;0;
0;1;0;2;
0;1;0;0;
0;1;1;0;
0;0;1;0;
1;1;1;0;
1;0;0;1;
0;0;0;0;
1;0;0;0;
1;1;0;1;
0;0;0;1;
0;1;0;0;
1;2;0;0;
0;1;0;0;
0;0;0;0;
0;1;0;1;
1;1;0;0;
0;0;0;0;
0;0;0;0;
fail 4 in turn: 49
1;0;0;0;
0;0;1;1;
1;1;1;0;
0;0;0;0;
1;0;1;0;
1;0;0;0;
0;0;1;1;
0;0;2;0;
0;0;1;0;
0;1;1;1;
0;1;1;1;
0;0;0;0;
1;1;0;0;
0;0;1;0;
1;0;0;1;
0;0;1;1;
1;1;0;1;1;
fail 5 in turn: 39
1;0;0;0;1;
0;0;0;0;0;
0;0;1;1;0;
1;1;0;0;1;
fail 5 in turn: 41
1;0;0;1;0;
0;0;0;0;0;
0;1;0;1;0;
fail 5 in turn: 38
0;0;1;0;2;
0;0;0;1;1;
0;0;0;1;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;1;1;0;
1;0;1;1;2;
1;0;0;0;1;
1;1;1;0;0;
0;1;0;0;0;
1;1;0;0;1;
1;0;0;0;0;
0;1;1;0;0;
1;1;1;0;0;
0;1;0;0;0;
0;0;1;0;0;
1;1;0;0;1;
0;1;1;0;1;
1;0;1;1;0;
1;0;0;0;1;
1;0;0;0;0;
0;1;1;1;0;
0;2;1;0;0;
0;0;0;0;0;
0;0;0;0;1;
0;0;0;1;0;
1;1;0;0;2;
1;0;0;0;0;
1;0;1;0;0;
1;1;0;1;0;
fail 5 in turn: 44
1;1;0;1;1;
1;1;0;0;0;
0;0;1;1;0;
0;0;0;0;0;
0;0;0;0;0;
0;1;0;0;0;
fail 5 in turn: 36
0;0;1;1;0;
0;0;1;0;0;
1;0;0;0;0;
0;1;0;0;0;
0;0;0;0;1;
0;1;0;0;0;
0;1;0;0;0;
1;0;0;1;1;
0;0;0;0;0;
fail 5 in turn: 42
2;0;0;0;0;
1;0;1;1;0;
0;0;0;0;0;
0;0;1;0;0;
0;1;0;0;0;
0;0;0;0;0;
0;0;0;0;1;
0;0;0;0;1;
0;0;1;0;0;
0;1;0;0;0;
1;0;1;1;0;
0;1;1;0;0;
0;0;1;0;0;
0;0;1;1;0;
1;0;1;0;0;
0;1;0;1;0;
0;1;1;0;1;
1;0;1;2;1;
0;1;0;0;0;
2;1;1;1;1;
0;0;0;0;0;
0;1;0;0;0;
1;0;0;0;0;
0;0;1;0;0;
0;0;1;1;0;
0;0;0;0;1;
1;0;0;0;0;
0;0;1;1;1;
1;1;0;0;1;
0;0;0;0;1;
0;0;0;0;0;
0;0;1;0;0;
1;1;0;1;0;
1;0;0;0;0;
0;0;1;1;0;
0;0;0;1;0;
0;0;0;1;0;
0;1;1;1;1;
0;0;1;0;0;
0;0;0;0;0;
0;0;1;0;0;
1;1;0;1;1;
0;0;1;1;0;
1;0;0;0;1;
0;0;2;1;0;
1;0;1;1;1;
0;0;0;0;1;
0;0;0;1;0;
0;0;0;1;1;
1;0;0;1;1;
0;1;0;0;0;
0;0;1;0;0;
0;0;0;0;1;
fail 5 in turn: 43
1;0;0;0;1;
0;1;1;1;0;
1;0;0;0;1;
0;0;0;0;0;
fail 5 in turn: 38
1;1;0;0;1;
0;0;0;0;1;
0;1;0;0;1;
1;0;0;0;1;
